Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Total_Number_of_Reviews,Positive_Review,Reviewer_Score,Tags,lat,lng,Calc_Average_Score,Average_Score_Difference,Leisure_trip,Couple,Solo_traveler,Business_trip,Group,Family_with_young_children,Family_with_older_children,With_a_pet
"London, United Kingdom",7/29/2017,7.0,London Elizabeth Hotel, United Kingdom , Not sure where to start The Hotel from the outside looked lovely Reception looked nice Staff OK We had heavy luggage and were advised to use the lift You were lucky if you can fit a suitcase in this lift it was the size of a single wardrobe The room was Outdated No Air Con No batteries in remote control no tea bags and one milk for two We have travelled and stayed in many places this has to be by far the worst Very over priced for what was there we certainly did not want to stay for breakfast ,236, location next to Hyde Park ,5.0," Couple, Double Room, Stayed 1 night ",51.5120219,-0.1762414,7.0,0.0,0,1,0,0,0,0,0,0
"London, United Kingdom",8/3/2017,8.3,Lancaster London, Australia , The bar fridge was connected to reception and if you moved anything of picked it up for more than 20 seconds it was charged on the bill and it mounted up to quite a lot of money and did take a fair while to have it sorted out on checkout and taken off the bill If you were in a hurry to check out this could be a problem Next time I will ask them to remove everything and just put my own drinks wine in it The hotel was still in the process of the renovations but they did not start work until 9am so it did not bother us ,651, Our room had been renovated and redecorated and although the room was compact it was very well designed and laid out and had everything we needed The bathroom was great and the shower fantastic The bed and pillows were very comfortable We had a great view over London and Hyde Park was opposite The tube was right around the corner with great access for the bus as well A thoughtful bonus was a gift of guest of the day of an afternoon tea for two with a glass of champagne The afternoon tea was delicious with a great variety of teas I had never heard of a delightful experience I will definitely stay there next time I am in London ,9.2," Leisure trip, Group, Classic Twin Room with View, Stayed 6 nights, Submitted from a mobile device ",51.5119446,-0.179939,8.3,0.0,1,0,0,0,1,0,0,0
"Vienna, Austria",7/24/2017,8.5,Hotel Daniel Vienna, Luxembourg , restaurant food was very average a bit of a let down here as it actually lowered overall grade we got buy one get one free frappe coupon when we checked in Nice touch sure but as it was crazy hot we asked at restaurant if we could get anything cold instead coke ice tea whatever one waitress said that she does not know what that coupon is and that it says frappe the other one echoed the same but she called somebody and asked if we can get something else and the answer was no frappe means frappe In the meantime she made quite non friendly comment about our question in German language not knowing that I actually speak German approached both ladies in English so my wife knows what we are talking about Just to point out this lady basically ruined nice check in experience we had as much as room interior is indeed interesting and different the fully look through shower cabin in the middle of the room is quite controversial idea We found it just weird while I can imagine some people would not like it I think this should be mentioned at check in ,245, staff was nice apart from two ladies in restaurant mentioned in not like section this is an original hotel meaning that they try to be different in design style and customer approach Mostly it works in plus however there are small disadvantages again look at not like section location close to main train station very close to Belvedere 20 25 minutes walking to city centre train to city centre just next to the hotel very interesting room interior really urban,7.9," Leisure trip, Couple, Standard Double Room, Stayed 2 nights ",,,8.5,0.0,1,1,0,0,0,0,0,0
"Vienna, Austria",8/1/2017,8.4,Eurostars Embassy, Romania , Room is in need of repainting it looks good but still you can see the usage ,154, A good fit for family trips I will for sure book again a room next time in Vienna ,9.2," Leisure trip, Family with young children, Double Room, Stayed 3 nights ",48.1964001,16.3958668,8.4,0.0,1,0,0,0,0,1,0,0
"Vienna, Austria",7/17/2017,8.4,BEST WESTERN PLUS Amedia Wien, Poland ,No Negative,419, Convenient location clean rooms sufficient breakfast buffet with good coffee Bus stop 150 meters from hotel line 74A Enough number of parking places so as hotel declares no need to book it in advance I would probably stay there again during my next visit to Vienna ,8.8," Leisure trip, Couple, Comfort Double Room, Stayed 3 nights ",48.1923791,16.3994512,8.4,0.0,1,1,0,0,0,0,0,0
"Vienna, Austria",7/25/2017,8.3,Mercure Grand Hotel Biedermeier Wien, Latvia , My first impression about this hotel was spoiled at the reception when checking in The staff was polite however the policy of the hotel seems over commercial At the moment of checking in when you are tired and all you want is get in the room you have booked they provide you with a numer of offers First they offer you a special offer for breakfast Then there comes offer to become a meber come on how can I decide to become a member at this point in time if I haven t even seen my room then there is an offer for a meal in the restaurant A bit too much Then they explain that they reserve more money from your card in case you damage something or use extra services I would recommend the hotel to shorten the amount of information given at the check in Wifi worked well but logging in was again in a special procedure and therefore longer than usually The room was quite dark Walk to the city center is a bit too long better use metro for getting around the city The closest metro station is short walk away ,159, Huge comfortable and clean standard room I loved the design of the room and the hotel Nice area Close to Vienna Mitte station which is very convenient for travelling to Vienna airport I used cheap S7 train instead of CAT to get to the airport and metro use ,8.3," Leisure trip, Couple, Classic Double Room, Stayed 1 night ",48.2038688,16.3887039,8.3,0.09999999999999964,1,1,0,0,0,0,0,0
"Vienna, Austria",7/30/2017,9.4,Hotel Rathaus Wein Design, United States of America , When we checked in we were given information about breakfast which made us think that it was included in our stay Of course this was our mistake but to find out after eating that it was 18 Euros each was a shock ,338, The staff kindly offered a complimentary upgrade as we were staying while on our honeymoon ,8.8," Leisure trip, Couple, Economy Double Room, Stayed 1 night ",48.2075294,16.3525967,9.4,-0.09999999999999964,1,1,0,0,0,0,0,0
"Milan, Italy",8/3/2017,8.7,NH Collection Milano President, United Arab Emirates , Very hard to find the parking and you can hear the sound of cars passing by from your room We asked for higher floor but was given a room near the street with a bad view from construction A little bit far from restaurants and the shopping center You have to walk at least 10 minutes and you ll sweat from the heat of the sun The entrance of the hotel is a road so you have to be careful if you have small children The sofa bed was not that comfortable and there should be more pillow ,673, The staff were so accommodating especially the restaurant The room was so clean spacious and modern Our suite can accommodate us all good for four person ,7.9," Leisure trip, Family with young children, Junior Suite with Extra Bed, Stayed 3 nights, Submitted from a mobile device ",45.4630685,9.1979367,8.7,0.0,1,0,0,0,0,1,0,0
"Milan, Italy",7/30/2017,7.7,Hotel Dieci, South Africa , My room was very small The wardrobe had only a few hangers ,50, There was a great variety of food for breakfast and the coffee was exceptional I would have loved to eat and drink more and only showed restraint for health reasons The location is within walking distance to a University in Milan where I attended a conference It is also close to a metro station where there are several shops Moreover a bus to the Central Station stops right in front of the hotel The hotel has a lift which is nice when you have a heavy suitcase ,7.9," Business trip, Solo traveler, Single Room, Stayed 5 nights ",45.4738012,9.2239702,7.7,0.39999999999999947,0,0,1,1,0,0,0,0
"Barcelona, Spain",7/26/2017,8.2,Royal Ramblas, Malta , The fact that the Visa card I paid with over booking com was asked to be changed and the money has not been refunded from the other card ,722, Everything was great ,7.5," Leisure trip, Family with young children, Standard Room 1 2 adults, Stayed 4 nights, Submitted from a mobile device ",41.3842838,2.1707092,8.2,0.20000000000000107,1,0,0,0,0,1,0,0
"Amsterdam, Netherlands",8/2/2017,7.3,Best Western Blue Tower Hotel, Canada , Not close to the central area Although there are trolley s closeby There are really no restaurants around and the one in the hotel is not great The hotel is awaiting a liquor licence so you cannot get a drink although there is a grocery store nearby that sells wine If you want ice they give it to you in a plastic bag that leaks in minutes and if you want cutlery they give you plastic ones ,845, The bed was comfy bathroom clean ,4.2," Leisure trip, Group, Standard Double or Twin Room, Stayed 1 night ",52.3793659,4.8457179,7.3,0.10000000000000053,1,0,0,0,1,0,0,0
"Amsterdam, Netherlands",8/2/2017,8.5,Hampshire Hotel Amsterdam American, Netherlands , The only thing we didn t like was that the nespresso machine in our room didn t work ,1242, We got a free upgrade to a room with an awesome view Furthermore the breakfast was crazy delicious ,9.2," Leisure trip, Couple, Classic Double Room, Stayed 1 night, Submitted from a mobile device ",52.363889,4.881302,8.5,0.0,1,1,0,0,0,0,0,0
"Barcelona, Spain",8/3/2017,8.1,Ilunion Bel Art, United States of America , The shower floor was slippery ,50, The room was clean and comfortable with a window overlooking the street The lobby decor was interesting A couple sidewalk cafes and a grocery were very close The staff was friendly and very helpful While not in the center of things metro stops were 4 5 blocks away allowing access to pretty much anywhere ,9.6," Leisure trip, Group, Double or Twin Room, Stayed 6 nights, Submitted from a mobile device ",41.4101934,2.1695574,8.1,-0.1999999999999993,1,0,0,0,1,0,0,0
"Vienna, Austria",8/3/2017,9.0,25hours Hotel beim MuseumsQuartier, San Marino , Breakfast not included and buffet really expensive ,689, Cool vintage style in the middle of the museum quarter metro station 350mt awesome rooftop bar good restaurant ,10.0," Leisure trip, Solo traveler, Standard Double Room, Stayed 2 nights, Submitted from a mobile device ",48.2064745,16.3546297,9.0,-0.1999999999999993,1,0,1,0,0,0,0,0
"Vienna, Austria",7/31/2017,8.9,Hotel Topazz, United States of America , Nothing really everything was very nice and a very good price I ended up staying an extra night and they honored the price I booked my room from booking com ,160, Loved the whole atmosphere of hotel So convenient clean wonderful staff great breakfast excellent wifi Bed was very comfortable shower temperature and pressure outstanding Also there was an almost 24 hour coffee room which had cappuccino machine teas and some snacks It was all free too I would highly recommend this quaint and lovely hotel for a stay in Vienna ,10.0," Leisure trip, Solo traveler, Superior Double Room, Stayed 2 nights ",48.210285,16.373579,8.9,-0.20000000000000107,1,0,1,0,0,0,0,0
"Amsterdam, Netherlands",8/3/2017,8.5,Hampshire Hotel The Manor Amsterdam, United Kingdom ,No Negative,458, Comfy bed and menu food and service in the restaurant was excellent staff were polite helpful and courteous the bar next door The Kuiper was excellent also and very handy for a 3am finish Would definitely recommend and stay again although a little bit pricey not best located although tram line is on your doorstep and taxi was E60 each way from airport ,7.5," Leisure trip, Couple, Superior Double Room, Stayed 2 nights, Submitted from a mobile device ",52.3591467,4.9263601,8.5,-0.1999999999999993,1,1,0,0,0,0,0,0
"Vienna, Austria",7/29/2017,7.8,Hotel Kavalier, Latvia , Negative aspects were closeness to railroad lack of balcony and no mid ceiling light in the room Takes some time to get to city center but was good to park the car for the night Access to wi fi was a bit tricky but manageable ,307, Breakfast mm delicious Overall we got a good value deal for our money Room was clean and bigger than expected ,9.2," Leisure trip, Couple, Comfort Double Room, Stayed 1 night ",48.1940487,16.2971831,7.8,0.20000000000000018,1,1,0,0,0,0,0,0
"Barcelona, Spain",7/31/2017,8.9,Ofelias Hotel 4 Sup, United Kingdom , The view could have been better but I would hardly say that is there fault I was really impressed over all,81, Reallly good breakfast bar and the pool was a great size ,10.0," Leisure trip, Couple, Double or Twin Room, Stayed 3 nights, Submitted from a mobile device ",41.3957584,2.1822402,8.9,-0.3000000000000007,1,1,0,0,0,0,0,0
"Barcelona, Spain",8/1/2017,8.2,Vincci Maritimo, South Africa , the fact that it took very long on one of the days for our room to be cleaned only happened late afternoon and we were quite tired,343, The hotel is in a quiet neighbourhood and lent itself to a relaxed atmosphere it is well located in terms of malls public transport leizure,8.3," Leisure trip, Couple, Double or Twin Room, Stayed 4 nights ",41.4082054,2.2124626,8.2,0.10000000000000142,1,1,0,0,0,0,0,0
"London, United Kingdom",8/2/2017,8.5,London Marriott Hotel County Hall, Hong Kong , Room was not what we requested No dressing gowns slippers Automatic light in wardrobes not suitable Staff pleasant but under trained ,233, Comfortable bed good sized bathroom ,5.4," Leisure trip, Couple, Deluxe King Room, Stayed 2 nights, Submitted from a mobile device ",51.5016102,-0.1191545,8.5,0.0,1,1,0,0,0,0,0,0
"Barcelona, Spain",7/19/2017,8.4,The Level at Melia Barcelona Sky, United States of America , The level is supposed to be a 5 star experience we even stayed in a junior suite and STILL had a subpar experience if that tells you anything The staff are not helpful They make you walk down for anything you need instead of bringing it to you Nearly half the items I tried to order either from the restaurant downstairs or the room service menu turned out to be not available We literally ordered 3 different wines at one point and where told they didn t have ANY of them The level facility is hardly a facility at all its an office with a small room available for peanuts whooptie doo they make it sound pretty exclusive so bravo to marketing but if you hype something up you need to at least HALF deliver Especially with those PRICES If I could reverse the entire trip I would stay literally anywhere else because at least I pay for what I recieve for 300 400 a night it was SOOO not worth it that I almost feel robbed because I paid 5 star hotel prices for a 3 star experience If you like to spend a lot of money and you have low expectations then this is the hotel for you If I can even save one person from extreme disappointment I will be happy ,22, Ummm almost nothing we received chocolates every day that was okay but they knocked on our door several times a day to deliver said chocolate so it became pretty annoying The double shower head was cool too ,4.2," Leisure trip, Couple, Executive Junior Suite with Sea View, Stayed 8 nights, Submitted from a mobile device ",41.406146,2.2008636,8.4,0.1999999999999993,1,1,0,0,0,0,0,0
"Barcelona, Spain",7/22/2017,6.8,Eurohotel Diagonal Port, Malta , No complaints,52, Best hotel we ever stayed in when visiting Barcelona Very friendly staff clean rooms comfortable huge beds and sea view from the 6th floor is amazing ,10.0," Leisure trip, Group, Basic Twin Room, Stayed 9 nights ",41.4006708,2.2087844,6.8,0.20000000000000018,1,0,0,0,1,0,0,0
"Barcelona, Spain",8/2/2017,8.1,Hotel Derby, France ,No Negative,75, All was perfect thanks to the reception staff and the floor staff They were really helpful The bed was excellent to be honest i am in the hospitality business it is worth staying at Derby A real 4 star,10.0," Leisure trip, Family with young children, Double or Twin Room 1 2 Adults, Stayed 3 nights, Submitted from a mobile device ",41.3897735,2.1419762,8.1,-0.09999999999999964,1,0,0,0,0,1,0,0
"Barcelona, Spain",7/27/2017,8.3,Hotel Gran Derby Suites, United Kingdom , Room door left open all day following cleaning could have been a disaster No tea or coffee in room outdoor pool doesn t look like image on website Hotel a little too far taxi a must although I couldn t get my bearings the whole stay ,75, Very clean nice towels robes comfy bed,7.5," Leisure trip, Solo traveler, Junior Suite, Stayed 4 nights ",41.3900104,2.1422396,8.3,0.1999999999999993,1,0,1,0,0,0,0,0
"London, United Kingdom",7/10/2017,8.6,Jumeirah Lowndes Hotel, Kuwait , The pictures did not represent the real rooms The bathroom was small and uncomfortable The fan was not working Thus I will not use booking com again as this is the 3rd time it has let me down,184,No Positive,3.3," Leisure trip, Family with young children, Superior Double Room, Stayed 2 nights, Submitted from a mobile device ",51.4993652,-0.1576613,8.6,0.0,1,0,0,0,0,1,0,0
"Barcelona, Spain",7/25/2017,9.6,Catalonia Magdalenes, Ireland , Limited number of beds and seating at the roof top bar pool so you may be disappointed We were lucky enough to get some place to lounge in the sun ,311, Wonderful hotel right in the heart of Barcelona Staff were exceptional Beautiful room with a HUGE bed Lovely pool area and roof top bar with free tapas throughout the day Surrounded by fantastic Gothic quiet streets with the buzz of La Ramblas only a few streets away They even gave us a free bottle of Cava on arrival Will definitely return ,9.6," Leisure trip, Couple, Double or Twin Room, Stayed 2 nights ",41.3861283,2.1745291,9.6,-0.1999999999999993,1,1,0,0,0,0,0,0
"Barcelona, Spain",8/2/2017,7.8,Expo Hotel Barcelona, United Kingdom , silly but would have preferred sheets on beds as quilts were very warm,805, really liked the terrace bar especially after a busy sightseeing day you could eat and enjoy a drink there also nice to sit by the pool although smaller than expected could do with more beds as peak summer was an easy walk to the magic fountains and can get buses from there to las ramblas and the touristic buses the taxis were on strike as we left but the airport bus was there as well a 10 min journey for 5 90 euro taxi is 25 euro,7.5," Leisure trip, Family with young children, Standard Double or Twin Room with Balcony, Stayed 3 nights ",41.3792053,2.1427989,7.8,-0.20000000000000018,1,0,0,0,0,1,0,0
"Barcelona, Spain",8/2/2017,9.4,The Corner Hotel, Belgium ,No Negative,103, Central location for example Sagrada Familia is an easy walk away otherwise metro station 5 10min walk so giving you easy access to all places you want to visit Very kind staff Nice size rooms clean bathroom soft towels We had breakfast at the bar not buffet and was just what we needed Pool with a view so you must check it out ,10.0," Leisure trip, Couple, Double or Twin Room, Stayed 3 nights ",41.3890578,2.1565948,9.4,-0.09999999999999964,1,1,0,0,0,0,0,0
"Barcelona, Spain",7/27/2017,8.5,Best Western Premier Hotel Dante, Australia , Everything was great ,199, The hotel was very clean and the staff went out their way to help Breakfast was excellent and I would use again and recommend this hotel Thank you,10.0," Leisure trip, Couple, Double or Twin Room, Stayed 3 nights, Submitted from a mobile device ",41.3894195,2.1564886,8.5,-0.09999999999999964,1,1,0,0,0,0,0,0
"Barcelona, Spain",8/2/2017,8.6,Hotel Balmes, United Kingdom , No coffee or tea making facilities in room One of the lifts was constantly broken Overall cleaning of room was good apart from one day when clean towels and sheets were left on the sofa and a pillow from the bed on top of the case of one of the works of art Perhaps the cleaner was interrupted mid job ,210, Location we walked to the Gothic Quarter every day and also used the Metro to go further out Works of African Art in rooms Staff always helpful and friendly good tips on what to do and how to do it when we checked in,8.8," Leisure trip, Couple, Executive Double or Twin Room, Stayed 3 nights ",41.3910621,2.1593373,8.6,-0.09999999999999964,1,1,0,0,0,0,0,0
"Barcelona, Spain",6/19/2017,8.0,Alexandra Barcelona A DoubleTree by Hilton, Australia , One of the noisiest hotels I have ever stayed in The inter room noise was so disturbing it woke me up every day The beds were so hard it aggravated a previous shoulder injury There were several functions held at the hotel which meant that the pool area was in accessible due to people attending the functions Very frustrating ,77, The location was fantastic and the staff were very accommodating and friendly ,7.1," Leisure trip, Travelers with friends, Superior King Room, Stayed 9 nights, Submitted from a mobile device ",41.3931918,2.16152,8.0,0.3000000000000007,1,0,0,0,1,0,0,0
"Barcelona, Spain",7/14/2017,9.3,Alma Barcelona GL, United Kingdom , Price of breakfast we ate out instead,179, Really comfortable beds spacious rooms wooden shutters made room really dark at night free soft drinks at mini bar were hit with the kids ,9.2," Leisure trip, Family with young children, Grand Deluxe Double or Twin Room, Stayed 3 nights ",41.3945074,2.1632659,9.3,-0.10000000000000142,1,0,0,0,0,1,0,0
"Barcelona, Spain",7/27/2017,9.0,Room Mate Carla, South Africa , The toilet door is not completely closed ,229, Location is close to all attractions The room is big and comfortable with modern design Wi fi was excellent We also had a nice street view with beautiful buildings around ,9.6," Leisure trip, Couple, Double or Twin Room, Stayed 5 nights, Submitted from a mobile device ",41.3962658,2.1662153,9.0,-0.09999999999999964,1,1,0,0,0,0,0,0
"London, United Kingdom",8/3/2017,8.4,The Mandeville Hotel, Sweden , For the price I expected a little more of this hotel I m sorry I cannot be more specific but I just left feeling like it could have been more than your average unexciting hotel ,846, Quiet room Clean Friendly staff ,7.5," Business trip, Solo traveler, Deluxe Single Room, Stayed 1 night ",51.5165165,-0.1509735,8.4,0.09999999999999964,0,0,1,1,0,0,0,0
"London, United Kingdom",8/2/2017,6.6,Hallmark Hotel London Chigwell Prince Regent, United Kingdom , the room was old and dated holes in the carpet windows you could not see out of unless standing on your tip toes and a very long walk and 2 lifts to the bedroom,463,No Positive,4.2," Business trip, Couple, Double Room, Stayed 2 nights ",51.6068054,0.0590416,6.6,0.3000000000000007,0,1,0,1,0,0,0,0
"Barcelona, Spain",7/21/2017,8.9,Upper Diagonal, United States of America , taxis in Barcelona are a major struggle to find Even taxis that are called take 15 30 min to arrive ,138, Very helpful and friendly staff Hotel restaurant is great and open till late ,8.3," Leisure trip, Group, Superior Double Room, Stayed 3 nights, Submitted from a mobile device ",41.39038,2.121,8.9,-0.09999999999999964,1,0,0,0,1,0,0,0
"Vienna, Austria",7/31/2017,8.6,Falkensteiner Hotel Wien Margareten, Greece , We booked for a room with a double bed They attached two single beds and made it look as a double bed ,167, The breakfast was super The room was very comfortable ,8.8," Couple, Superior Double or Twin Room, Stayed 5 nights ",48.1868107,16.3440157,8.6,0.3000000000000007,0,1,0,0,0,0,0,0
"Vienna, Austria",7/31/2017,8.7,Holiday Inn Vienna City, Germany , Nothing for this type of hotel 3 Perhaps not very attractive neighborhood ,66, Really nice hotel Very polite and attentive staff breakfast buffet with decent selection of high quality food breakfast buffet kept replenished till very closing time at 10am great for guests who like to sleep long Good location not far from the city center and near a shopping mall ,8.8," Leisure trip, Couple, Standard Double or Twin Room, Stayed 4 nights ",48.1935593,16.3616098,8.7,0.0,1,1,0,0,0,0,0,0
"Vienna, Austria",7/31/2017,8.4,pentahotel Vienna, United Kingdom , Slightly high prices at the bar and odd smell initially in room and slight amount of mold in the bath also we couldn t find the movies on the tv,129, The staff and room were fantastic The hotel is right around the corner from the public transport trendy bars Nacshmarkt and only a half hour walk to the city centre ,9.2," Leisure trip, Couple, penta Standard Room, Stayed 3 nights, Submitted from a mobile device ",48.1899743,16.3567007,8.4,0.09999999999999964,1,1,0,0,0,0,0,0
"Vienna, Austria",8/3/2017,8.5,IntercityHotel Wien, Croatia , Nothing,410, Everything was great we loved it Location of the hotel our room the staff 10 10 We ll be booking this hotel in the future for sure ,10.0," Leisure trip, Couple, Double Room with Public Transport Ticket, Stayed 2 nights, Submitted from a mobile device ",48.1965878,16.3413729,8.5,0.0,1,1,0,0,0,0,0,0
"Vienna, Austria",7/28/2017,9.5,Boutiquehotel Das Tyrol, South Africa ,No Negative,139, Always greeted with a smile comfortable quiet room more than adaquate breakfast Excellent position to both the tourist destinations and local shopping,10.0," Leisure trip, Couple, Superior Double or Twin Room, Stayed 3 nights, Submitted from a mobile device ",48.2008957,16.3592496,9.5,-0.09999999999999964,1,1,0,0,0,0,0,0
"Vienna, Austria",7/30/2017,8.4,NH Wien City, Romania , limited lighting in room not exact information about availability of parking In general the booking com site is not offering clear info regarding parkings,231, location breakfast close to shops and metro possibility for parking at hotel parking places,7.9," Leisure trip, Family with young children, 2 rooms, Stayed 3 nights ",48.2002872,16.3547746,8.4,0.0,1,0,0,0,0,1,0,0
"Vienna, Austria",8/2/2017,8.7,Hotel Corvinus, Romania , There was a strange smell in the room probably due to the fact that the hotel is located in an old building no parking of the hotel but there s one really close to the hotel ,108, Excellent location on Mariahilf street close to the center shopping area and restaurants Large room for 3 people ,8.3," Business trip, Family with young children, Triple Room, Stayed 1 night ",48.1990335,16.3525051,8.7,-0.1999999999999993,0,0,0,1,0,1,0,0
"Vienna, Austria",7/31/2017,8.8,NH Collection Wien Zentrum, New Zealand , No pool ,314, Location was great Rooms were modern and clean All facilities including bathrooms were functional and convenient Breakfast room had a very nice ambience good value for quality and generous space ,9.2," Leisure trip, Family with young children, 2 rooms, Stayed 3 nights, Submitted from a mobile device ",48.1979979,16.3483314,8.8,0.09999999999999964,1,0,0,0,0,1,0,0
"Barcelona, Spain",7/26/2017,8.2,Aparthotel Mariano Cubi Barcelona, Portugal , it isn t a true aparthotel Despite having a kitchen the room does not has a table or chairs to sit and have a meal Because of this we didn t had any advantage of a aparthotel features The breakfast is too expensive 12 person is a lot Because of this we decided to take the breakfast at a bakery which was very good and is located in front of the hotel We recommend it ,91, Room kitchenette support,7.9," Leisure trip, Family with young children, Family Apartment 2 Adults 2 Children, Stayed 5 nights ",41.3982129,2.1494179,8.2,0.10000000000000142,1,0,0,0,0,1,0,0
"Barcelona, Spain",8/2/2017,8.6,Hotel Arts Barcelona, United Kingdom , Everything was just great at the hotel except for their policy of requiring euros 25 per day for Internet access This is unheard of in major hotels around the world Like in airports it s free With at most only high speed Wi Fi is charge for,312,No Positive,9.6," Leisure trip, Family with young children, Deluxe Double or Twin Room, Stayed 3 nights, Submitted from a mobile device ",41.3865424,2.1969665,8.6,0.20000000000000107,1,0,0,0,0,1,0,0
"Vienna, Austria",8/2/2017,8.0,Leonardo Hotel Vienna, Egypt , The triple room was small Extra sofa bed was very bad and broken Internet is not free while it is in most of Vienna streets Triple room has no view and the one in the 4th floor was so small so we had to ask to change it with the one in the 3rd floor instead ,728, Clean So close to westbahnhof and mariahilfer street easy access to tram excellent breakfast recommended stay and will repeat it again but in double not in triple room ,8.3," Leisure trip, Solo traveler, Comfort Double Room with Extra Bed, Stayed 3 nights ",48.1945297,16.340327,8.0,0.09999999999999964,1,0,1,0,0,0,0,0
"Vienna, Austria",8/2/2017,8.3,JUFA Hotel Wien, Italy ,No Negative,431, Beautiful place very bright and confortable full of windows and coulors It s a very good place for both job travels and both family holidays very good for children ,7.9," Business trip, Solo traveler, Single Room, Stayed 1 night ",48.1756283,16.4200957,8.3,0.1999999999999993,0,0,1,1,0,0,0,0
"Amsterdam, Netherlands",8/2/2017,8.5,Golden Tulip Amsterdam West, United Kingdom , There was no fridge to put food in there was a small vending machine in the room but it wasn t working unfortunately ,1686, Food options were good mixture of hot and cold Location is good easy enough to get to central Quiet neighbourhood Staff were good friendly Room was good too view was okay There s a computer check in which can be tricky to use but staff were there to help out ,8.8," Leisure trip, Family with young children, Standard Double or Twin Room, Stayed 3 nights ",52.385601,4.8470597,8.5,0.0,1,0,0,0,0,1,0,0
"Barcelona, Spain",8/2/2017,8.4,Eurostars Grand Marina Hotel GL, United Kingdom , The pool photos are a lie The fumes from the boats when they park next to the hotel caused my husbands asthma to trigger horrendous The pool bar service and food were poor at best The bowl of chips served contains about quarter of a basket of dry chips Very very poor value If we hadn t had to pay on arrival we would have moved hotels This is a hotel for short stays when the boats come in forget it for anything else dinner is non existent the bar has no atmosphere and the upstairs bar was shut for 6 of the 7 nights we were there for private functions So DONT call it a bar Its a function space ,1082, The check in and the team downstairs were great breakfast selection was great service was slow Tea an coffee took forever to come One day there were no saucers or teaspoons weird ,5.4," Leisure trip, Couple, Superior Double or Twin Room 1 2 Adults, Stayed 8 nights ",41.371308,2.181698,8.4,0.09999999999999964,1,1,0,0,0,0,0,0
"Vienna, Austria",7/10/2017,8.3,Pakat Suites Hotel, United Kingdom , No kettle in the room Difficult to adjust the AC to get a comfortable temperature Did not get wake up call requested on day of leaving,88, Close to bevedere Excellent restaurant Sperl close to hotel and a good cafe nearby too Tramline to city centre close by Easy train ride to Vienna airport from hauptbanof station which was 10 minute walk from hotel,7.5," Leisure trip, Couple, Residence Suite, Stayed 5 nights, Submitted from a mobile device ",48.19183,16.3770876,8.3,0.29999999999999893,1,1,0,0,0,0,0,0
"Barcelona, Spain",7/31/2017,8.0,Guitart Grand Passage, Brazil , Take care the hotel brings you to a very old dirty and worn out room If you do not complain it is up to you If you complain you are offered a better room still with problems ,133, The room has good space ,4.2," Leisure trip, Couple, Junior Family Suite 3 Adults, Stayed 4 nights ",41.3936071,2.1504611,8.0,0.09999999999999964,1,1,0,0,0,0,0,0
"Barcelona, Spain",7/27/2017,8.0,Hotel Rekord, Austria ,No Negative,58, Very friendly service Nice location both for city sightseeing and beach Metro nearby and bus directly to the beach Small shop on other street big shop on bus line Comparable big fridge in the room good to have for eating self bought food No overflowing tourist spot like ramblas We enjoyed our stay ,9.2," Leisure trip, Couple, Superior Double or Twin Room, Stayed 8 nights, Submitted from a mobile device ",41.3985449,2.1438237,8.0,0.09999999999999964,1,1,0,0,0,0,0,0
"Barcelona, Spain",8/2/2017,8.2,Catalonia Barcelona 505, Kuwait ,No Negative,130, There was only one person at the reception she couldn t even show us the room no Porter breakfast is ok but it was 10 45and we were still eating that the staff started to take the food for themselves and turn off the lights while we were still sitting sink drain was closed staff were not helpful and couldn t speak English location was not close to the center but the metro station was close to it didn t change the bedsheets in 4 nights,5.0," Leisure trip, Family with young children, Triple Room, Stayed 4 nights, Submitted from a mobile device ",41.4034965,2.1370426,8.2,0.0,1,0,0,0,0,1,0,0
"Amsterdam, Netherlands",7/29/2017,8.7,Mercure Amsterdam Sloterdijk Station, United Kingdom ,No Negative,856, The staff and very friendly and helpful the location is perfect away from the main city centre but easily accessible by public transport couldn t fault the hotel in anyway would without a doubt 100 recommend this hotel ,10.0," Leisure trip, Couple, Standard Double Room, Stayed 3 nights, Submitted from a mobile device ",52.3872884,4.8349748,8.7,-0.09999999999999964,1,1,0,0,0,0,0,0
"Amsterdam, Netherlands",8/3/2017,8.1,DoubleTree by Hilton Hotel Amsterdam NDSM Wharf, Canada , Cleaning wasn t as good as usual Blood stain left on the bathroom floor from somewhere Server at restaurant was uninformed about menu ,312, Extra attention when calling front desk Check in Check out very efficient and friendly ,7.5," Leisure trip, Couple, Queen Guest Room, Stayed 5 nights ",52.4001813,4.8936653,8.1,0.09999999999999964,1,1,0,0,0,0,0,0
"Amsterdam, Netherlands",8/3/2017,9.3,Hotel V Nesplein, Kuwait , I would have liked to have help with my bags to and from my room it seems like a simple enough of a service and it really would ve been appreciated,520, Everything Staff was great so was decor food location Definitely will stay there again,10.0," Leisure trip, Group, Comfort Double or Twin Room, Stayed 3 nights, Submitted from a mobile device ",52.3711037,4.8936787,9.3,-0.20000000000000107,1,0,0,0,1,0,0,0
